嗚呼	ああ	aa	Ах!; О!; Увы !
	タイル	tairu	плитка
	タレント	tarento	талант; звезда; личность
	タワー	tawaa	башня
	ダース	daasu	дюжина
	ダウン	daun	вниз
	ダブる	daburu	совпадать ; удваивать; остаться на второй учебный год 
	ダンプ	danpu	свалка
	チームワーク	chiimuwaaku	работа в команде
	チェンジ	chenji	изменение
	チャイム	chaimu	перезвон
	チャンネル	channeru	канал
	ティッシュペーパー	tisshupeepaa	папиросная бумага
	テレックス	terekkusu	телекс
	データ	deeta	данные
	デコレーション	dekoreeshon	украшение
	デザート	dezaato	десерт
	デザイン	dezain	дизайн
	デッサン	dessan	набросок 
	デモンストレーション	demonsutoreeshon	демонстрация
	トーン	toon	тон
	トラブル	toraburu	трудность
	トランジスター	toranjisutaa	транзистор
	ドライ	dorai	сухой
	ドライクリーニング	doraikuriiningu	химчистка
	ドライバー	doraibaa	водитель; отвертка
	ドライブイン	doraibuin	вбивать
	ドリル	doriru	дрель
	ナイター	naitaa	ночная игра
	ナプキン	napukin	салфетка
	ナンセンス	nansensu	ерунда
	ニュー	nyuu	новый
	ニュアンス	nyuansu	нюанс
	ネガ	nega	(фото) негатив
	ノイローゼ	noirooze	невроз 
	ハンガー	hangaa	ангар; вешалка; голод
	バー	baa	бар
	バッジ	bajji	значок
	バット	batto	летучая мышь 
	パジャマ	pajama	пижама
	パチンコ	pachinko	пачинко (японский пинбол)
	パトカー	patokaa	патрульная машина
	パンク	panku	выброс; прокол
	ヒント	hinto	намек
	ビールス	biirusu	вирус
	ビジネス	bijinesu	бизнес
	ファイト	faito	борьба
	ファイル	fairu	файл
	ファン	fan	вентилятор
	フィルター	firutaa	(камера) фильтр
	フェリー	ferii	паром
	フォーム	foomu	пена; форма
	フロント	furonto	фронт
	ブーツ	buutsu	ботинки
	ブーム	buumu	бум
	ブザー	buzaa	зуммер
	ブルー	buruu	синий
	ベース	beesu	база; бас
	ベスト	besuto	лучше; жилет
	ベストセラー	besutoseraa	бестселлер
	ペア	pea	пара; груша
	ホース	hoosu	шланг
	ホール	hooru	зал; дыра
	ボイコット	boikotto	бойкот
	ボルト	boruto	вольт; болт
	ポーズ	poozu	пауза
	ポイント	pointo	точка
	ポジション	pojishon	положение
	ポット	potto	горшок
	ポンプ	ponpu	насос
	マーク	maaku	знак
	マスコミ	masukomi	СМИ
	マッサージ	massaaji	массаж
	ミスプリント	misupurinto	опечатка
	ミセス	misesu	миссис
	ミュージック	myuujikku	музыка
	ミリ	miri	милли; 0,001
	ムード	muudo	настроение
	メーカー	meekaa	производитель
	メッセージ	messeeji	сообщение
	メディア	media	медиа; СМИ
	メロディー	merodii	мелодия
	モーテル	mooteru	мотель
	モニター	monitaa	(компьютер) монитор
	ヤング	yangu	молодой
	ユニーク	yuniiku	уникальный
	ユニフォーム	yunifoomu	форма
	ライス	raisu	рис
	ラベル	raberu	этикетка
	ランプ	ranpu	лампа
	ルーズ	ruuzu	свободно
	ルール	ruuru	правило
	レース	reesu	гонка
	レギュラー	regyuraa	регулярный
	レクリエーション	rekurieeshon	отдых
	レッスン	ressun	урок
	レディー	redii	леди
	レバー	rebaa	рычаг 
	レンジ	renji	диапазон
	レンタカー	rentakaa	прокат автомобилей 
